filename,width,height,class,xmin,ymin,xmax,ymax
1408_png.rf.00c2da86847bbc8f348827ba5680c514.jpg,640,640,unripe,215,369,327,529
2310_png.rf.011a69cac0e452ddd59d66866b75b6bf.jpg,640,640,unripe,235,229,351,399
2310_png.rf.011a69cac0e452ddd59d66866b75b6bf.jpg,640,640,unripe,353,196,427,286
2310_png.rf.011a69cac0e452ddd59d66866b75b6bf.jpg,640,640,ripe,331,272,450,449
399_jpg.rf.00fc7952e5740ed69edc745a4580e4b0.jpg,640,640,ripe,17,312,56,373
399_jpg.rf.00fc7952e5740ed69edc745a4580e4b0.jpg,640,640,ripe,336,386,362,434
399_jpg.rf.00fc7952e5740ed69edc745a4580e4b0.jpg,640,640,unripe,538,350,556,392
399_jpg.rf.00fc7952e5740ed69edc745a4580e4b0.jpg,640,640,unripe,34,542,57,586
399_jpg.rf.00fc7952e5740ed69edc745a4580e4b0.jpg,640,640,unripe,349,534,371,573
399_jpg.rf.00fc7952e5740ed69edc745a4580e4b0.jpg,640,640,unripe,238,397,262,436
399_jpg.rf.00fc7952e5740ed69edc745a4580e4b0.jpg,640,640,unripe,401,100,424,130
102_jpg.rf.013c2f8bae61fd0b3fb31be066eeaac4.jpg,640,640,unripe,102,137,157,247
102_jpg.rf.013c2f8bae61fd0b3fb31be066eeaac4.jpg,640,640,ripe,288,235,334,325
102_jpg.rf.013c2f8bae61fd0b3fb31be066eeaac4.jpg,640,640,ripe,487,351,574,477
102_jpg.rf.013c2f8bae61fd0b3fb31be066eeaac4.jpg,640,640,unripe,396,251,467,370
127-jpg_png.rf.0153de1e862ed14f8089a1fed52035e1.jpg,640,640,ripe,96,356,204,505
127-jpg_png.rf.0153de1e862ed14f8089a1fed52035e1.jpg,640,640,ripe,212,311,270,389
2050_png.rf.0122c6dc13a4fe199c28ab12c7438490.jpg,640,640,unripe,331,235,382,304
2050_png.rf.0122c6dc13a4fe199c28ab12c7438490.jpg,640,640,unripe,0,296,52,387
2050_png.rf.0122c6dc13a4fe199c28ab12c7438490.jpg,640,640,unripe,488,212,577,347
2050_png.rf.0122c6dc13a4fe199c28ab12c7438490.jpg,640,640,unripe,483,281,527,332
2050_png.rf.0122c6dc13a4fe199c28ab12c7438490.jpg,640,640,ripe,372,202,483,370
2087_png.rf.01566de0316c9e2e2a555a3420a53f53.jpg,640,640,unripe,137,298,198,391
2087_png.rf.01566de0316c9e2e2a555a3420a53f53.jpg,640,640,unripe,249,262,275,313
2087_png.rf.01566de0316c9e2e2a555a3420a53f53.jpg,640,640,unripe,466,288,513,362
2087_png.rf.01566de0316c9e2e2a555a3420a53f53.jpg,640,640,unripe,197,354,234,409
2087_png.rf.01566de0316c9e2e2a555a3420a53f53.jpg,640,640,unripe,147,435,215,540
2087_png.rf.01566de0316c9e2e2a555a3420a53f53.jpg,640,640,unripe,200,414,241,488
2087_png.rf.01566de0316c9e2e2a555a3420a53f53.jpg,640,640,ripe,236,309,333,458
2087_png.rf.01566de0316c9e2e2a555a3420a53f53.jpg,640,640,ripe,297,220,423,420
149_png.rf.017e780f607278722cac2292857e0662.jpg,640,640,unripe,291,327,384,506
149_png.rf.017e780f607278722cac2292857e0662.jpg,640,640,unripe,154,299,240,426
149_png.rf.017e780f607278722cac2292857e0662.jpg,640,640,unripe,231,208,298,290
149_png.rf.017e780f607278722cac2292857e0662.jpg,640,640,unripe,328,148,399,251
1749_png.rf.01300f96fb1a51979ddc8682a7588a43.jpg,640,640,unripe,328,201,418,345
1749_png.rf.01300f96fb1a51979ddc8682a7588a43.jpg,640,640,ripe,305,271,443,460
2278_png.rf.017ba6d5e1b20984b4ca21318a074c17.jpg,640,640,unripe,363,254,426,325
2278_png.rf.017ba6d5e1b20984b4ca21318a074c17.jpg,640,640,unripe,481,89,543,156
2278_png.rf.017ba6d5e1b20984b4ca21318a074c17.jpg,640,640,unripe,319,295,355,352
2278_png.rf.017ba6d5e1b20984b4ca21318a074c17.jpg,640,640,unripe,309,326,392,443
2278_png.rf.017ba6d5e1b20984b4ca21318a074c17.jpg,640,640,unripe,128,170,202,266
1690_png.rf.018bcde03c6ff303de55eab23b2e9a0c.jpg,640,640,unripe,482,94,547,171
1690_png.rf.018bcde03c6ff303de55eab23b2e9a0c.jpg,640,640,unripe,248,213,336,388
1690_png.rf.018bcde03c6ff303de55eab23b2e9a0c.jpg,640,640,unripe,351,217,421,359
1690_png.rf.018bcde03c6ff303de55eab23b2e9a0c.jpg,640,640,unripe,130,126,204,275
1690_png.rf.018bcde03c6ff303de55eab23b2e9a0c.jpg,640,640,unripe,129,34,176,87
1690_png.rf.018bcde03c6ff303de55eab23b2e9a0c.jpg,640,640,unripe,328,302,364,387
273_jpg.rf.019001612312e858b2553b145328707c.jpg,640,640,ripe,220,285,362,479
273_jpg.rf.019001612312e858b2553b145328707c.jpg,640,640,ripe,348,300,483,458
273_jpg.rf.019001612312e858b2553b145328707c.jpg,640,640,ripe,439,0,593,71
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,30,162,97,246
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,104,252,186,387
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,212,342,275,439
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,198,431,279,529
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,339,345,412,469
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,298,308,353,389
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,374,232,425,316
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,543,249,612,361
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,unripe,597,179,640,246
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,ripe,436,182,537,338
1880_png.rf.019351e018bdafd3ce409f7e36d7f97c.jpg,640,640,ripe,251,378,351,543
1348_png.rf.01960368e0691ecc4962a5ae028838c0.jpg,640,640,unripe,167,36,259,130
1348_png.rf.01960368e0691ecc4962a5ae028838c0.jpg,640,640,unripe,330,308,402,444
1348_png.rf.01960368e0691ecc4962a5ae028838c0.jpg,640,640,ripe,409,333,498,525
2096_png.rf.01a76f854f2c9e7992f329b34afe6662.jpg,640,640,unripe,311,283,367,354
2096_png.rf.01a76f854f2c9e7992f329b34afe6662.jpg,640,640,unripe,535,208,606,307
2096_png.rf.01a76f854f2c9e7992f329b34afe6662.jpg,640,640,unripe,338,320,452,492
2096_png.rf.01a76f854f2c9e7992f329b34afe6662.jpg,640,640,ripe,240,305,363,498
1713_png.rf.018d9dce5562538983d998102c25741e.jpg,640,640,unripe,268,286,350,456
1713_png.rf.018d9dce5562538983d998102c25741e.jpg,640,640,unripe,305,364,358,474
1713_png.rf.018d9dce5562538983d998102c25741e.jpg,640,640,unripe,226,336,273,432
1713_png.rf.018d9dce5562538983d998102c25741e.jpg,640,640,unripe,69,215,100,252
1713_png.rf.018d9dce5562538983d998102c25741e.jpg,640,640,unripe,394,188,499,361
1713_png.rf.018d9dce5562538983d998102c25741e.jpg,640,640,ripe,315,196,397,336
1436_png.rf.01dd2e832cacb1262e9eb2ef7f719bd3.jpg,640,640,ripe,137,207,230,350
1436_png.rf.01dd2e832cacb1262e9eb2ef7f719bd3.jpg,640,640,unripe,366,160,421,265
1436_png.rf.01dd2e832cacb1262e9eb2ef7f719bd3.jpg,640,640,unripe,455,209,491,264
1436_png.rf.01dd2e832cacb1262e9eb2ef7f719bd3.jpg,640,640,unripe,545,232,611,325
1436_png.rf.01dd2e832cacb1262e9eb2ef7f719bd3.jpg,640,640,unripe,173,124,235,184
143_jpg.rf.01c38878334e2ccc98f886683246243c.jpg,640,640,ripe,317,508,340,547
143_jpg.rf.01c38878334e2ccc98f886683246243c.jpg,640,640,ripe,479,180,504,223
143_jpg.rf.01c38878334e2ccc98f886683246243c.jpg,640,640,ripe,510,179,533,210
143_jpg.rf.01c38878334e2ccc98f886683246243c.jpg,640,640,ripe,300,515,322,552
1764_png.rf.01b3b72b9d97da71f9d7ac4082ed12c6.jpg,640,640,unripe,363,220,414,316
1764_png.rf.01b3b72b9d97da71f9d7ac4082ed12c6.jpg,640,640,ripe,438,184,551,353
311_jpg.rf.01e022179081b9c531b23e9e703d4285.jpg,640,640,ripe,273,232,384,355
1706_png.rf.01f871102a0729b77887b5381e00a1a1.jpg,640,640,unripe,233,201,264,252
1706_png.rf.01f871102a0729b77887b5381e00a1a1.jpg,640,640,unripe,273,201,318,268
1706_png.rf.01f871102a0729b77887b5381e00a1a1.jpg,640,640,unripe,327,182,352,211
1706_png.rf.01f871102a0729b77887b5381e00a1a1.jpg,640,640,unripe,357,223,380,247
1706_png.rf.01f871102a0729b77887b5381e00a1a1.jpg,640,640,unripe,138,131,164,151
176_png.rf.01ee97405f2efd9b2b87b21483afb323.jpg,640,640,ripe,333,269,438,433
176_png.rf.01ee97405f2efd9b2b87b21483afb323.jpg,640,640,ripe,457,293,562,439
176_png.rf.01ee97405f2efd9b2b87b21483afb323.jpg,640,640,unripe,382,180,514,353
176_png.rf.01ee97405f2efd9b2b87b21483afb323.jpg,640,640,unripe,419,311,483,404
176_png.rf.01ee97405f2efd9b2b87b21483afb323.jpg,640,640,unripe,227,304,305,434
176_png.rf.01ee97405f2efd9b2b87b21483afb323.jpg,640,640,unripe,207,250,251,298
176_png.rf.01ee97405f2efd9b2b87b21483afb323.jpg,640,640,unripe,112,261,171,332
1734_png.rf.0205a0e5c642aa5b42241ed7e3cb7393.jpg,640,640,unripe,290,389,354,498
1734_png.rf.0205a0e5c642aa5b42241ed7e3cb7393.jpg,640,640,unripe,354,331,453,488
1734_png.rf.0205a0e5c642aa5b42241ed7e3cb7393.jpg,640,640,ripe,298,220,406,365
238_png.rf.023c293b8f6eefb441401bc8a4495f2d.jpg,640,640,ripe,333,74,471,207
238_png.rf.023c293b8f6eefb441401bc8a4495f2d.jpg,640,640,unripe,277,153,324,199
238_png.rf.023c293b8f6eefb441401bc8a4495f2d.jpg,640,640,unripe,327,405,375,482
238_png.rf.023c293b8f6eefb441401bc8a4495f2d.jpg,640,640,unripe,374,400,458,528
227_jpg.rf.0279dd3ff5633a21e2236d96ed18b4ba.jpg,640,640,ripe,201,79,321,208
227_jpg.rf.0279dd3ff5633a21e2236d96ed18b4ba.jpg,640,640,ripe,420,0,591,126
227_jpg.rf.0279dd3ff5633a21e2236d96ed18b4ba.jpg,640,640,ripe,234,308,374,490
1601_png.rf.028a7483cd8ac758efa7231481bdf4ad.jpg,640,640,ripe,280,290,355,414
158-jpg_png.rf.02abac25c4f9382344cd40afec945927.jpg,640,640,ripe,266,299,334,403
158-jpg_png.rf.02abac25c4f9382344cd40afec945927.jpg,640,640,ripe,36,43,95,108
158-jpg_png.rf.02abac25c4f9382344cd40afec945927.jpg,640,640,ripe,13,48,56,109
2084_png.rf.0241e9bed9460d1ee1688363efd50ef9.jpg,640,640,unripe,344,160,377,222
2084_png.rf.0241e9bed9460d1ee1688363efd50ef9.jpg,640,640,unripe,465,213,538,309
2084_png.rf.0241e9bed9460d1ee1688363efd50ef9.jpg,640,640,ripe,333,220,415,373
2084_png.rf.0241e9bed9460d1ee1688363efd50ef9.jpg,640,640,ripe,404,255,479,376
1647_png.rf.02c23bfe13e0916725c1f13548424aa6.jpg,640,640,unripe,305,263,383,408
1647_png.rf.02c23bfe13e0916725c1f13548424aa6.jpg,640,640,unripe,401,254,475,377
1647_png.rf.02c23bfe13e0916725c1f13548424aa6.jpg,640,640,unripe,523,131,574,200
1647_png.rf.02c23bfe13e0916725c1f13548424aa6.jpg,640,640,unripe,392,464,449,549
1647_png.rf.02c23bfe13e0916725c1f13548424aa6.jpg,640,640,ripe,325,142,430,316
111_jpg.rf.02de30443cc97c457094fdf1c7eaf1f9.jpg,640,640,ripe,294,209,375,317
111_jpg.rf.02de30443cc97c457094fdf1c7eaf1f9.jpg,640,640,ripe,364,170,455,304
111_jpg.rf.02de30443cc97c457094fdf1c7eaf1f9.jpg,640,640,unripe,471,230,540,318
20_png.rf.02eaa4025836cf14fc17bffbfa607739.jpg,640,640,ripe,106,114,182,229
103_jpg.rf.02dd3e64caf45eebd5f2d841062edc12.jpg,640,640,ripe,263,354,363,495
2820_png.rf.0319312f007b726c32e209b6c5e17a86.jpg,640,640,unripe,394,140,502,288
2820_png.rf.0319312f007b726c32e209b6c5e17a86.jpg,640,640,unripe,468,193,582,364
137_jpg.rf.0331078cb9fbda7419a4730c8d69b3ad.jpg,640,640,ripe,279,349,323,430
137_jpg.rf.0331078cb9fbda7419a4730c8d69b3ad.jpg,640,640,ripe,326,330,368,387
16_png.rf.02f5abb22636d4b7a92fc69c9d6a34b4.jpg,640,640,unripe,285,348,339,440
16_png.rf.02f5abb22636d4b7a92fc69c9d6a34b4.jpg,640,640,unripe,345,279,415,420
16_png.rf.02f5abb22636d4b7a92fc69c9d6a34b4.jpg,640,640,unripe,396,297,435,352
16_png.rf.02f5abb22636d4b7a92fc69c9d6a34b4.jpg,640,640,unripe,400,253,452,309
1828_png.rf.03454deb7c813d0434cb6a0092d28700.jpg,640,640,unripe,304,239,366,345
1828_png.rf.03454deb7c813d0434cb6a0092d28700.jpg,640,640,unripe,1,100,44,167
1828_png.rf.03454deb7c813d0434cb6a0092d28700.jpg,640,640,unripe,474,77,523,145
1828_png.rf.03454deb7c813d0434cb6a0092d28700.jpg,640,640,unripe,596,201,640,250
2800_png.rf.035fd18161f6b22443e03c4e261b938b.jpg,640,640,unripe,158,236,204,315
2800_png.rf.035fd18161f6b22443e03c4e261b938b.jpg,640,640,unripe,361,0,438,65
2800_png.rf.035fd18161f6b22443e03c4e261b938b.jpg,640,640,unripe,363,100,396,142
2800_png.rf.035fd18161f6b22443e03c4e261b938b.jpg,640,640,ripe,44,241,108,332
1973_png.rf.03452e066c98238690eda26685334364.jpg,640,640,unripe,356,225,421,331
1973_png.rf.03452e066c98238690eda26685334364.jpg,640,640,unripe,473,129,578,292
1973_png.rf.03452e066c98238690eda26685334364.jpg,640,640,unripe,34,238,79,296
279_jpg.rf.037e5c9a644ae5cc7e20827ac3872d37.jpg,640,640,ripe,234,207,348,354
279_jpg.rf.037e5c9a644ae5cc7e20827ac3872d37.jpg,640,640,ripe,322,355,452,503
2254_png.rf.03609d13939c1aa8d3cace80a5d2e3c3.jpg,640,640,ripe,276,253,380,413
2254_png.rf.03609d13939c1aa8d3cace80a5d2e3c3.jpg,640,640,unripe,140,313,190,374
2254_png.rf.03609d13939c1aa8d3cace80a5d2e3c3.jpg,640,640,unripe,424,161,513,267
1954_png.rf.038c13af83288df02c94adce13882987.jpg,640,640,unripe,83,79,149,154
1954_png.rf.038c13af83288df02c94adce13882987.jpg,640,640,unripe,268,196,309,243
1954_png.rf.038c13af83288df02c94adce13882987.jpg,640,640,unripe,364,173,427,273
1954_png.rf.038c13af83288df02c94adce13882987.jpg,640,640,unripe,484,231,554,349
1954_png.rf.038c13af83288df02c94adce13882987.jpg,640,640,unripe,444,302,515,392
1954_png.rf.038c13af83288df02c94adce13882987.jpg,640,640,unripe,299,265,392,378
1954_png.rf.038c13af83288df02c94adce13882987.jpg,640,640,unripe,270,265,322,349
162_jpg.rf.0395a933af98c41699f61adc691af683.jpg,640,640,ripe,282,345,331,428
192_png.rf.03956a9d8f210c744860514d6f40bf6a.jpg,640,640,unripe,351,7,388,48
192_png.rf.03956a9d8f210c744860514d6f40bf6a.jpg,640,640,unripe,129,225,196,321
192_png.rf.03956a9d8f210c744860514d6f40bf6a.jpg,640,640,unripe,178,343,239,435
192_png.rf.03956a9d8f210c744860514d6f40bf6a.jpg,640,640,ripe,268,177,358,274
1741_png.rf.0412dc8245dd4bf475e7729904f75606.jpg,640,640,unripe,247,183,286,250
1741_png.rf.0412dc8245dd4bf475e7729904f75606.jpg,640,640,unripe,174,54,234,120
1741_png.rf.0412dc8245dd4bf475e7729904f75606.jpg,640,640,ripe,281,189,369,363
495_png.rf.03f1d55fd28a819c9ec23f91588dbd03.jpg,640,640,unripe,95,191,182,346
495_png.rf.03f1d55fd28a819c9ec23f91588dbd03.jpg,640,640,unripe,248,274,326,420
495_png.rf.03f1d55fd28a819c9ec23f91588dbd03.jpg,640,640,unripe,425,195,542,374
495_png.rf.03f1d55fd28a819c9ec23f91588dbd03.jpg,640,640,unripe,332,165,373,216
495_png.rf.03f1d55fd28a819c9ec23f91588dbd03.jpg,640,640,unripe,108,44,163,105
495_png.rf.03f1d55fd28a819c9ec23f91588dbd03.jpg,640,640,unripe,340,366,441,558
1914_png.rf.0395d015c4a2feb5d46e35acabb17364.jpg,640,640,unripe,218,98,276,211
1914_png.rf.0395d015c4a2feb5d46e35acabb17364.jpg,640,640,unripe,378,107,431,184
1914_png.rf.0395d015c4a2feb5d46e35acabb17364.jpg,640,640,unripe,181,206,270,357
1914_png.rf.0395d015c4a2feb5d46e35acabb17364.jpg,640,640,ripe,269,228,395,456
1914_png.rf.0395d015c4a2feb5d46e35acabb17364.jpg,640,640,unripe,387,228,519,419
2302_png.rf.0400e06cb7973e0704b9d88a7476b556.jpg,640,640,ripe,261,59,369,192
2302_png.rf.0400e06cb7973e0704b9d88a7476b556.jpg,640,640,unripe,336,1,401,75
2302_png.rf.0400e06cb7973e0704b9d88a7476b556.jpg,640,640,unripe,496,240,608,408
2302_png.rf.0400e06cb7973e0704b9d88a7476b556.jpg,640,640,unripe,394,333,453,428
2302_png.rf.0400e06cb7973e0704b9d88a7476b556.jpg,640,640,unripe,334,364,382,442
2302_png.rf.0400e06cb7973e0704b9d88a7476b556.jpg,640,640,unripe,188,250,249,330
2302_png.rf.0400e06cb7973e0704b9d88a7476b556.jpg,640,640,unripe,0,274,60,369
2443_png.rf.04107a41fef0b6b62678fb8cdad7afbd.jpg,640,640,ripe,116,55,196,129
2443_png.rf.04107a41fef0b6b62678fb8cdad7afbd.jpg,640,640,unripe,145,187,183,238
2443_png.rf.04107a41fef0b6b62678fb8cdad7afbd.jpg,640,640,unripe,255,223,323,332
2443_png.rf.04107a41fef0b6b62678fb8cdad7afbd.jpg,640,640,unripe,361,282,413,341
1641_png.rf.04566637bf898f720146b54f836c1b41.jpg,640,640,unripe,201,263,266,375
1641_png.rf.04566637bf898f720146b54f836c1b41.jpg,640,640,unripe,282,280,332,356
1641_png.rf.04566637bf898f720146b54f836c1b41.jpg,640,640,unripe,314,253,439,402
1641_png.rf.04566637bf898f720146b54f836c1b41.jpg,640,640,unripe,428,290,481,357
1641_png.rf.04566637bf898f720146b54f836c1b41.jpg,640,640,unripe,526,90,610,160
1674_png.rf.04216fb23823765d06c1bad8da8191bd.jpg,640,640,unripe,215,97,254,157
1674_png.rf.04216fb23823765d06c1bad8da8191bd.jpg,640,640,unripe,329,98,374,170
1674_png.rf.04216fb23823765d06c1bad8da8191bd.jpg,640,640,unripe,378,125,448,194
1674_png.rf.04216fb23823765d06c1bad8da8191bd.jpg,640,640,unripe,414,73,470,130
1674_png.rf.04216fb23823765d06c1bad8da8191bd.jpg,640,640,unripe,438,82,516,171
1674_png.rf.04216fb23823765d06c1bad8da8191bd.jpg,640,640,ripe,223,167,290,266
1725_png.rf.0459d841308896379b7b90d2171a1693.jpg,640,640,unripe,187,146,257,249
1725_png.rf.0459d841308896379b7b90d2171a1693.jpg,640,640,ripe,227,281,376,501
380_jpg.rf.0433a014c6fddc09866031a7e2696a45.jpg,640,640,ripe,287,246,360,358
380_jpg.rf.0433a014c6fddc09866031a7e2696a45.jpg,640,640,ripe,258,130,318,217
2245_png.rf.047a9babbd5cda7763d46eeb66f6e7e1.jpg,640,640,unripe,445,104,498,173
2245_png.rf.047a9babbd5cda7763d46eeb66f6e7e1.jpg,640,640,unripe,380,233,450,351
2245_png.rf.047a9babbd5cda7763d46eeb66f6e7e1.jpg,640,640,unripe,345,281,383,339
2245_png.rf.047a9babbd5cda7763d46eeb66f6e7e1.jpg,640,640,unripe,175,291,238,367
2245_png.rf.047a9babbd5cda7763d46eeb66f6e7e1.jpg,640,640,unripe,113,133,143,171
1846_png.rf.048cfc592991cc6a0760cd5d32117ec6.jpg,640,640,unripe,254,153,341,280
1846_png.rf.048cfc592991cc6a0760cd5d32117ec6.jpg,640,640,unripe,188,204,278,374
1846_png.rf.048cfc592991cc6a0760cd5d32117ec6.jpg,640,640,unripe,329,219,436,411
323_jpg.rf.047999064c739a84a6b3d06755fdc55a.jpg,640,640,ripe,270,367,339,415
323_jpg.rf.047999064c739a84a6b3d06755fdc55a.jpg,640,640,ripe,161,317,226,364
19_png.rf.0490623df8874f616517a93cafab1e29.jpg,640,640,ripe,335,123,475,257
19_png.rf.0490623df8874f616517a93cafab1e29.jpg,640,640,unripe,274,231,326,319
19_png.rf.0490623df8874f616517a93cafab1e29.jpg,640,640,unripe,331,243,382,330
19_png.rf.0490623df8874f616517a93cafab1e29.jpg,640,640,unripe,213,304,287,426
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,74,211,93,249
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,57,375,78,422
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,93,416,117,449
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,142,422,162,456
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,254,245,270,277
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,407,353,423,384
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,414,447,435,484
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,516,417,536,452
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,582,339,602,375
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,604,348,628,388
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,122,446,136,471
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,127,472,139,494
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,72,398,90,419
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,287,209,302,239
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,228,141,243,166
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,442,329,456,348
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,465,388,482,418
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,610,395,625,440
110_jpg.rf.04bb7cbcc2cceeb8ade79a3a44883a05.jpg,640,640,ripe,442,326,454,346
1852_png.rf.04aa5f7b5f3ff6ccc0930b9bd246e6ae.jpg,640,640,unripe,168,281,242,406
1852_png.rf.04aa5f7b5f3ff6ccc0930b9bd246e6ae.jpg,640,640,unripe,245,368,314,467
1852_png.rf.04aa5f7b5f3ff6ccc0930b9bd246e6ae.jpg,640,640,unripe,497,340,548,397
1852_png.rf.04aa5f7b5f3ff6ccc0930b9bd246e6ae.jpg,640,640,ripe,484,154,576,273
2731_png.rf.049661ca3bada8c6158ebcb8771680cb.jpg,640,640,ripe,225,182,288,253
2731_png.rf.049661ca3bada8c6158ebcb8771680cb.jpg,640,640,ripe,268,220,341,315
